step,time,active_area,total_signal,max_signal,delta_recouple_events,outside_activation_events,pending_outside_activations,outside_activation_no_recouple_total,outside_activation_events_total,outside_activation_no_recouple_fraction,signal_outside_domain_fraction
26,2.6,20.728982367144184,154.58106367652226,4.800206481610562,0,0,72,0,72,0.0,0.23535461029820856
27,2.7,20.76577268489916,160.22648261284576,4.950145822531612,0,0,72,0,72,0.0,0.23900729125676787
28,2.8000000000000003,20.82205184191102,165.86625613023293,5.098334672561669,0,0,72,0,72,0.0,0.24261028692523479
29,2.9000000000000004,20.89708006324389,171.5003898741027,5.2447690905012605,0,0,72,0,72,0.0,0.24617266409311261
30,3.0,20.990123593255642,177.12888948422858,5.3894424634741505,0,0,72,0,72,0.0,0.2497024170201814
31,3.1,21.10045522805148,182.75176059474435,5.532346133560697,0,0,72,0,72,0.0,0.2532065843306726
32,3.2,21.227354854758694,188.3690088341496,5.673469978435022,0,0,72,0,72,0.0,0.2566913501948942
33,3.3000000000000003,21.370110084736154,193.98063982531548,5.812802945414186,0,0,72,0,72,0.0,0.26016213252931336
34,3.4000000000000004,21.528017042627418,199.58665918549013,5.950333538512455,0,0,72,0,72,0.0,0.26362366045113345
35,3.5,21.70038134922197,205.18707252630463,6.086050258157015,0,0,72,0,72,0.0,0.2670800428187291
36,3.6,21.886519313582326,210.78188545377833,6.219941993257256,0,0,72,0,72,0.0,0.27053482935450324
37,3.7,22.085759329100796,216.3711035683246,6.3519983653908305,0,0,72,0,72,0.0,0.2739910655665078
38,3.8000000000000003,22.297443449421124,221.95473246475626,6.482210025015224,0,8,80,0,80,0.0,0.2774513794646582
39,3.9000000000000004,22.52092910390041,227.53277773229144,6.6105688998538445,0,0,80,0,80,0.0,0.28091788641299864
40,4.0,22.75559089891189,233.10524495455923,6.737068395946062,0,4,84,0,84,0.0,0.28439245049982026
41,4.1000000000000005,23.00082244118908,238.67213970960466,6.861703552284809,0,0,84,0,84,0.0,0.2878765209349357
42,4.2,23.256038112909955,244.23346756989505,6.984471150477877,0,0,84,0,84,0.0,0.2913713034133901
43,4.3,23.520674725533034,249.78923410232514,7.105369781437745,0,8,92,0,92,0.0,0.29487776079665484
44,4.4,23.794192980610454,255.33944486822278,7.2243998717030795,0,0,92,0,92,0.0,0.2983965217045266
45,4.5,24.07607867084274,260.88410542335464,7.34156367259413,8,0,84,0,92,0.0,0.17633201135371457
46,4.6000000000000005,24.3658435632681,266.4232213179312,7.4568652159747275,0,0,84,0,92,0.0,0.17962537336695367
47,4.7,24.663025918294778,271.95679809661334,7.570310240907536,0,0,84,0,92,0.0,0.18296629534664907
48,4.800000000000001,24.967190612736452,277.4848412985167,7.681906095921038,0,0,84,0,92,0.0,0.18635472731088754
49,4.9,25.277928851419823,283.0073564572182,7.791661621935023,0,0,84,0,92,0.0,0.18979038040196816
50,5.0,25.59485746952862,288.5243491007609,7.899587021098715,0,0,72,12,92,0.13043478260869565,0.19327273005156528
51,5.1000000000000005,25.91761784579655,294.0358247516602,8.005693716870173,0,0,48,36,92,0.391304347826087,0.19680102041203396
52,5.2,26.24587446411242,299.54178892690857,8.109994210600213,0,0,48,36,92,0.391304347826087,0.20037427019603904
53,5.300000000000001,26.579313177221586,305.04224713798163,8.212501939677292,0,0,48,36,92,0.391304347826087,0.20399128002388178
54,5.4,26.91763924022198,310.5372048908436,8.313231141945185,0,0,48,36,92,0.391304347826087,0.2076506413278393
55,5.5,27.260575192774724,316.0266676859528,8.412196730631479,0,0,48,36,92,0.391304347826087,0.21135074680664195
56,5.6000000000000005,27.60785867680851,321.5106410182668,8.509414183435384,0,0,48,36,92,0.391304347826087,0.21508980236288247
57,5.7,27.95924028056967,326.98913037724856,8.604899448736086,0,8,56,36,100,0.36,0.21886586777691355
58,5.800000000000001,28.31448149989045,332.4621412468713,8.698668871119903,0,0,48,44,100,0.44,0.2226767660302981
59,5.9,28.673352903427322,337.9296791056245,8.79073913761169,0,0,48,44,100,0.44,0.2265202504710619
60,6.0,29.035632580452926,343.3917494265189,8.88112724516189,0,0,40,52,100,0.52,0.2303939232513612
61,6.1000000000000005,29.40110493784775,348.8483576770923,8.969850489116215,0,0,40,52,100,0.52,0.2342952752622702
62,6.2,29.769559897690325,354.2995093194153,9.056926471611613,0,0,40,52,100,0.52,0.23822170251616195
63,6.300000000000001,30.140792528916435,359.7452098100958,9.142373128130865,0,0,28,64,100,0.64,0.2421705222475357
64,6.4,30.514603126687526,365.18546460028574,9.226208769837086,8,0,28,64,100,0.64,0.14456681467980262
65,6.5,30.890797732276503,370.62027913568545,9.30845213882234,0,0,28,64,100,0.64,0.14844775154035836
66,6.6000000000000005,31.26918906543076,376.04965885654974,9.389122473059114,0,0,28,64,100,0.64,0.15237607794418917
67,6.7,31.649597821329234,381.47360919769324,9.468239577648609,0,4,32,64,104,0.6153846153846154,0.15634713903303699
68,6.800000000000001,32.0318542664191,386.89213558849553,9.54582389891587,0,0,32,64,104,0.6153846153846154,0.16035602368788465
69,6.9,32.41580005252558,392.30524345290695,9.62189659799897,0,0,32,64,104,0.6153846153846154,0.16439767408862432
70,7.0,32.80129015746645,397.71293820945414,9.696479620798545,0,0,32,64,104,0.6153846153846154,0.16846689462968722
71,7.1000000000000005,33.18819485356346,403.11522527124464,9.769595761468238,0,0,32,64,104,0.6153846153846154,0.17255841611637773
72,7.2,33.57640160327442,408.5121100459734,9.84126871700341,0,0,32,64,104,0.6153846153846154,0.1766669528087421
73,7.300000000000001,33.965816783743094,413.90359793592734,9.91152313088999,0,0,32,64,104,0.6153846153846154,0.18078726131277245
74,7.4,34.35636714915978,419.2896943379915,9.980384624174153,0,0,32,64,104,0.6153846153846154,0.18491420014169083
75,7.5,34.74800095094833,424.67040464365346,10.04787981267758,0,0,32,64,104,0.6153846153846154,0.18904278869223945
76,7.6000000000000005,35.14068865021272,430.04573423900985,10.114036309391699,0,0,32,64,104,0.6153846153846154,0.19316826434356
77,7.7,35.53442317367592,435.41568850477086,10.178882711326969,0,0,32,64,104,0.6153846153846154,0.19728613639313594
78,7.800000000000001,35.92921968251673,440.780272816266,10.24244857027052,4,0,32,64,104,0.6153846153846154,0.15805973931602385
79,7.9,36.32511484202957,446.13949254344976,10.3047643470288,0,0,32,64,104,0.6153846153846154,0.1621260540041946
80,8.0,36.72216559794556,451.4933530509063,10.365861348822158,0,0,32,64,104,0.6153846153846154,0.16618169648243356
81,8.1,37.12044748174715,456.8418596978555,10.42577164958202,0,0,32,64,104,0.6153846153846154,0.1702234893023752
82,8.200000000000001,37.52005248176792,462.1850178381576,10.484527993008005,0,0,32,64,104,0.6153846153846154,0.17424872008436174
83,8.3,37.92108652890121,467.5228328203194,10.542163678399193,0,0,32,64,104,0.6153846153846154,0.17825515454211027
84,8.4,38.323666655176034,472.85530998749914,10.598712429503264,0,0,32,64,104,0.6153846153846154,0.18224103992503177
85,8.5,38.727917890326914,478.18245467751166,10.654208246942519,0,0,32,64,104,0.6153846153846154,0.18620509896401105
86,8.6,39.133969965969676,483.50427222283406,10.708685245179973,0,0,32,64,104,0.6153846153846154,0.19014651464959967
87,8.700000000000001,39.54195389938353,488.8207679506112,10.762177475473079,0,0,24,72,104,0.6923076923076923,0.19406490639688423
88,8.8,39.951998529517894,494.1319471826606,10.814718736807839,0,8,32,72,112,0.6428571428571429,0.19796031469567046
89,8.9,40.36422707701179,499.437815235478,10.866342377383637,0,0,28,76,112,0.6785714285714286,0.20183310072011276
90,9.0,40.778753798009376,504.7383774202425,10.917081089794074,0,0,28,76,112,0.6785714285714286,0.20568398991160078
91,9.1,41.19568079859138,510.03363904282224,10.966966703583118,0,0,28,76,112,0.6785714285714286,0.209513966830146
92,9.200000000000001,41.61509507286418,515.3236054037794,11.016029979310975,0,8,28,84,120,0.7,0.21332425300843744
93,9.3,42.037065823252156,520.6082817983756,11.064300408605368,8,0,28,84,120,0.7,0.13861161775643366
94,9.4,42.46164211638748,525.8876735165773,11.111806024872541,0,0,28,84,120,0.7,0.14230787982823953
95,9.5,42.88885092224112,531.1617858430607,11.15857322937777,0,8,36,84,128,0.65625,0.1460226755320007
96,9.600000000000001,43.31869557785882,536.4306240572176,11.204626637266212,0,0,36,84,128,0.65625,0.14975434573595314
97,9.700000000000001,43.751154710343044,541.6941934331604,11.249988947780379,0,0,36,84,128,0.65625,0.1535012952974937
98,9.8,44.18618164666066,546.9524992397272,11.294680842449033,0,0,36,84,128,0.65625,0.15726192135851952
99,9.9,44.62370433055601,552.2055467404875,11.338720914391493,4,0,36,84,128,0.65625,0.12461522875266302
100,10.0,45.063625759385246,557.4533411937471,11.382125631126328,0,0,36,84,128,0.65625,0.12835108468768314
101,10.100000000000001,45.50582494607658,562.6958878525533,11.424909332425441,0,0,36,84,128,0.65625,0.1321143449207299
102,10.200000000000001,45.95015840360804,567.9331919647008,11.46708426384834,0,0,36,84,128,0.65625,0.135901281366003
103,10.3,46.39646214124368,573.165258772736,11.50866064566397,0,0,36,84,128,0.65625,0.13970813998715734
104,10.4,46.844554153078164,578.3920935139633,11.549646775954923,0,0,36,84,128,0.65625,0.14353116419761855
105,10.5,47.29423736998503,583.6137014204494,11.590049165835499,0,0,36,84,128,0.65625,0.14736661748684707
106,10.600000000000001,47.745303035650196,588.8300877190289,11.629872703930799,0,0,28,92,128,0.71875,0.15121080480094
107,10.700000000000001,48.19753445591597,594.0412576313098,11.669120846583635,0,0,28,92,128,0.71875,0.1550600923260996
108,10.8,48.650711058255766,599.2472163736785,11.707795829697472,0,0,28,92,128,0.71875,0.15891092546702562
109,10.9,49.10461268518378,604.4479691573049,11.745898897698451,0,0,28,92,128,0.71875,0.16275984496679263
110,11.0,49.55902403238469,609.6435211881476,11.783430544811766,0,0,28,92,128,0.71875,0.16660350126596926
111,11.100000000000001,50.01373913019356,614.8338776669593,11.820390763695315,8,8,36,92,136,0.6764705882352942,0.10455364233001349
112,11.200000000000001,50.46856575682929,620.0190437892925,11.856779296448313,0,0,36,92,136,0.6764705882352942,0.10834483469001245
113,11.3,50.923329664638715,625.1990247455032,11.892595883102244,0,0,36,92,136,0.6764705882352942,0.11214928584213257
114,11.4,51.377878497637965,630.3738257207576,11.927840502890284,0,0,36,92,136,0.6764705882352942,0.11596019396295261
115,11.5,51.83208528072849,635.5434518950369,11.962513603862194,0,0,36,92,136,0.6764705882352942,0.119771026142996
116,11.600000000000001,52.28585136864481,640.7079084431418,11.99661631674753,0,0,32,96,136,0.7058823529411765,0.12357559454059559
117,11.700000000000001,52.73910875603082,645.8672005346987,12.030150649355248,0,0,32,96,136,0.7058823529411765,0.12736812627744273
118,11.8,53.19182166860827,651.0213333341641,12.063119658219426,0,0,32,96,136,0.7058823529411765,0.1311433254370857
119,11.9,53.64398737828937,656.1703120008297,12.095527594649264,0,0,32,96,136,0.7058823529411765,0.13489642575110253
120,12.0,54.095636211002926,661.3141416888291,12.127380022810586,0,0,32,96,136,0.7058823529411765,0.1386232328382547
121,12.100000000000001,54.54683074342638,666.4528275471403,12.158683907953288,0,0,32,96,136,0.7058823529411765,0.14232015518400937
122,12.200000000000001,54.99766421214653,671.5863747195931,12.189447673403981,0,0,32,96,136,0.7058823529411765,0.1459842233929984
123,12.3,55.44825818451827,676.7147883448735,12.219681225467,0,0,32,96,136,0.7058823529411765,0.14961309759594135
124,12.4,55.89875956339988,681.8380735565286,12.249395945920822,0,0,32,96,136,0.7058823529411765,0.15320506322694338
125,12.5,56.34933701709741,686.956235482972,12.278604652360588,0,0,32,96,136,0.7058823529411765,0.1567590156912241
126,12.600000000000001,56.80017694069987,692.0692792474892,12.307321527217654,0,0,32,96,136,0.7058823529411765,0.16027443470546315
127,12.700000000000001,57.25147906533566,697.1772099682416,12.335562016877432,0,0,32,96,136,0.7058823529411765,0.1637513493058874
128,12.8,57.70345183782081,702.2800327582734,12.363342702906541,0,4,36,96,140,0.6857142857142857,0.16719030073913718
129,12.9,58.156307694995576,707.3777527255152,12.390681147975604,0,0,36,96,140,0.6857142857142857,0.17059226982187692
130,13.0,58.61025835515863,712.4703749727895,12.417595719607842,0,0,36,96,140,0.6857142857142857,0.17395865307576858
131,13.100000000000001,59.06551024382949,717.5579045978168,12.44410539537759,0,12,48,96,152,0.631578947368421,0.17729120325394424
132,13.200000000000001,59.522260162987784,722.640346693219,12.470229553608482,0,0,48,96,152,0.631578947368421,0.18059189481400742
133,13.3,59.98069130227522,727.7177063465257,12.495987753961218,4,0,48,96,152,0.631578947368421,0.15681886699649797
134,13.4,60.44096967767856,732.7899886401792,12.521399512541365,0,0,48,96,152,0.631578947368421,0.16004325291381888
135,13.5,60.903241068193,737.8571986515391,12.546484076287973,0,0,48,96,152,0.631578947368421,0.1632504698724908
136,13.600000000000001,61.36762850419626,742.9193414528875,12.57126020141808,0,0,48,96,152,0.631578947368421,0.16644251596954243
137,13.700000000000001,61.834230343135644,747.9764221114347,12.595745940598954,0,0,40,104,152,0.6842105263157895,0.1696213604057564
138,13.8,62.30311894918175,753.0284456893232,12.619958443302247,0,0,40,104,152,0.6842105263157895,0.1727888906302065
139,13.9,62.774339974430475,758.0754172436338,12.643913773468931,0,8,48,104,160,0.65,0.17594687619646127
140,14.0,63.24791222088102,763.1173418263902,12.667626748191037,8,0,48,104,160,0.65,0.1276024910545567
141,14.100000000000001,63.72382804571471,768.1542244845637,12.69111080060802,0,0,40,112,160,0.7,0.1307026549770887
142,14.200000000000001,64.20205425828212,773.1860702600793,12.714377869636069,8,8,48,112,168,0.6666666666666666,0.08271355188377495
143,14.3,64.68253344650502,778.2128841898192,12.737438318512769,0,0,48,112,168,0.6666666666666666,0.08579959950287172
144,14.4,65.16518566372797,783.2346713056294,12.760300883462829,0,0,40,120,168,0.7142857142857143,0.0889141354710215
145,14.5,65.64991040470976,788.2514366343238,12.782972653089004,0,0,40,120,168,0.7142857142857143,0.09205280409298065
146,14.600000000000001,66.13658880134476,793.2631851976894,12.805459078382347,0,0,40,120,168,0.7142857142857143,0.09521126420894947
147,14.700000000000001,66.62508597436785,798.2699220124917,12.82776401254395,0,0,40,120,168,0.7142857142857143,0.0983852367871916
148,14.8,67.11525348587485,803.2716520904792,12.849889779133504,0,0,40,120,168,0.7142857142857143,0.10157055019876088
149,14.9,67.60693184785237,808.2683804383887,12.87183726642531,0,0,40,120,168,0.7142857142857143,0.10476318194790776
150,15.0,68.09995305276453,813.2601120579504,12.893606045276817,0,0,40,120,168,0.7142857142857143,0.10795929581894928
151,15.100000000000001,68.5941431022851,818.2468519458923,12.915194507314846,0,0,40,120,168,0.7142857142857143,0.11115527363204028
152,15.200000000000001,69.0893245183291,823.2286050939465,12.93660001983527,0,0,40,120,168,0.7142857142857143,0.11434774106055148
153,15.3,69.58531882574707,828.2053764888525,12.95781909350637,0,0,40,120,168,0.7142857142857143,0.11753358723452922
154,15.4,70.0819489978963,833.1771711123637,12.978847558773941,0,0,40,120,168,0.7142857142857143,0.12070997812096892
155,15.5,70.5790418547483,838.1439939412513,12.999680746793985,0,0,40,120,168,0.7142857142857143,0.12387436391672331
156,15.600000000000001,71.07643039862522,843.10584994731,13.020313670767658,0,0,40,120,168,0.7142857142857143,0.12702448090053187
157,15.700000000000001,71.57395606587887,848.0627440973626,13.040741203719866,0,0,40,120,168,0.7142857142857143,0.13015834835685747
158,15.8,72.07147086493706,853.0146813532655,13.06095824903868,0,0,40,120,168,0.7142857142857143,0.13327426129961756
159,15.9,72.56883936341542,857.9616666719121,13.080959900464388,0,8,48,120,176,0.6818181818181818,0.13637078924125823
160,16.0,73.06594048071598,862.9037050052402,13.100741588666953,8,0,40,128,176,0.7272727272727273,0.09479550136574234
161,16.1,73.5626690388571,867.840801300235,13.120299212058377,0,0,40,128,176,0.7272727272727273,0.09783414801449161
162,16.2,74.05893702408176,872.7729604989347,13.139629250029508,0,0,40,128,176,0.7272727272727273,0.10086284892498137
163,16.3,74.55467451557135,877.7001875384358,13.158728857356541,0,0,40,128,176,0.7272727272727273,0.10387887777122119
164,16.400000000000002,75.04983024542454,882.6224873508972,13.177595939068892,0,0,40,128,176,0.7272727272727273,0.10687984921982964
165,16.5,75.54437176558136,887.5398648635464,13.19622920558769,0,0,40,128,176,0.7272727272727273,0.10986372479969264
166,16.6,76.03828521182761,892.4523249986829,13.214628208416686,0,0,40,128,176,0.7272727272727273,0.11282881378878898
167,16.7,76.53157467134872,897.3598726736842,13.232793357082492,0,8,48,128,184,0.6956521739130435,0.11577377993087161
168,16.8,77.02426117726796,902.2625128010106,13.25072591837096,0,0,48,128,184,0.6956521739130435,0.11869759152219009
169,16.900000000000002,77.51638136989519,907.1602502882095,13.268427999187542,0,0,48,128,184,0.6956521739130435,0.12159956451510424
170,17.0,78.00798587878865,912.0530900379213,13.285902514582215,0,0,48,128,184,0.6956521739130435,0.12447930768714278
171,17.1,78.49913749112706,916.9410369478835,13.303153142627902,0,8,56,128,192,0.6666666666666666,0.12733671695183382
172,17.2,78.98990917950304,921.8240959109355,13.320184267931637,0,0,56,128,192,0.6666666666666666,0.13017191597928068
173,17.3,79.48038206559562,926.7022718150246,13.337000915598452,0,0,56,128,192,0.6666666666666666,0.13298527272956906
174,17.400000000000002,79.97064339511394,931.5755695432096,13.353608677467806,0,0,56,128,192,0.6666666666666666,0.13577733835943165
175,17.5,80.46078459411297,936.4439939736662,13.370013632410474,0,0,56,128,192,0.6666666666666666,0.1385488206757625
176,17.6,80.95089946774476,941.3075499796927,13.386222262418109,0,0,56,128,192,0.6666666666666666,0.14130054998106598
177,17.7,81.44108259044785,946.166242429713,13.40224136614523,4,0,52,132,192,0.6875,0.12437956237403465
178,17.8,81.93142792238677,951.0200761872834,13.41807797147938,0,0,52,132,192,0.6875,0.12707361718008506
179,17.900000000000002,82.42202767162831,955.8690561110959,13.433739248623231,0,0,52,132,192,0.6875,0.12975756323127965
180,18.0,82.91297140609288,960.7131870549849,13.449232425074632,0,0,40,144,192,0.75,0.1324313379795611
181,18.1,83.4043454047256,965.5524738679301,13.464564703787543,0,0,40,144,192,0.75,0.1350948994398538
182,18.2,83.89623222444865,970.386921394062,13.479743185688205,0,0,40,144,192,0.75,0.13774821318466554
183,18.3,84.38871044899534,975.2165344726678,13.494774797605743,0,0,40,144,192,0.75,0.1403912416448509
184,18.400000000000002,84.88185457819368,980.0413179381952,13.509666226553488,0,8,48,144,200,0.72,0.14302394411273317
185,18.5,85.37573501196132,984.8612766202572,13.524423861165554,0,0,48,144,200,0.72,0.14564623941191387
186,18.6,85.87041808226414,989.6764153436369,13.539053740952035,8,4,52,144,204,0.7058823529411765,0.1112753031067289
187,18.7,86.3659660884324,994.4867389282931,13.553561513885674,0,0,52,144,204,0.7058823529411765,0.11384334999589081
188,18.8,86.862437296184,999.292252189365,13.567952402673887,0,0,44,152,204,0.7450980392156863,0.11641019424548205
189,18.900000000000002,87.35988586797396,1004.0929599371755,13.582231179904584,4,0,44,152,204,0.7450980392156863,0.10084455877323756
190,19.0,87.8583617012564,1008.8888669772384,13.59640215208468,0,0,44,152,204,0.7450980392156863,0.10338408956844895
191,19.1,88.3579101612309,1013.679978110261,13.610469152420325,0,0,36,160,204,0.7843137254901961,0.10592171573252203
192,19.200000000000003,88.85857170494614,1018.4662981321509,13.624435542021292,0,0,36,160,204,0.7843137254901961,0.10845558318102955
193,19.3,89.36038140359358,1023.2478318340187,13.638304219053232,0,0,36,160,204,0.7843137254901961,0.110983999572078
194,19.400000000000002,89.86336837885041,1028.0245840021846,13.652077635214866,0,8,44,160,212,0.7547169811320755,0.11350545383583154
195,19.5,90.36755517675357,1032.7965594181826,13.665757818786894,0,0,44,160,212,0.7547169811320755,0.11601859182895684
196,19.6,90.87295710845777,1037.5637628587642,13.679346403389406,8,0,44,160,212,0.7547169811320755,0.08359439046207132
197,19.700000000000003,91.37958159114683,1042.3261990959054,13.692844661497876,0,0,44,160,212,0.7547169811320755,0.08605238055734231
198,19.8,91.88742752426091,1047.0838728968097,13.70625354170709,0,0,44,160,212,0.7547169811320755,0.08850880719526018
199,19.900000000000002,92.39648473612309,1051.8367890239128,13.719573708698903,0,0,44,160,212,0.7547169811320755,0.09096222673708466
200,20.0,92.90673353415433,1056.584952234889,13.732805584864133,0,0,44,160,212,0.7547169811320755,0.09341138649916614
201,20.1,93.41814438838344,1061.3283672826542,13.745949392550692,0,0,44,160,212,0.7547169811320755,0.09585521893191609
202,20.200000000000003,93.93067777317232,1066.0670389153713,13.759005195957643,0,0,44,160,212,0.7547169811320755,0.09829283334361957
203,20.3,94.44428418629307,1070.800971876456,13.771972941766027,0,0,44,160,212,0.7547169811320755,0.10072350547785223
204,20.400000000000002,94.95890435803332,1075.5301709045798,13.784852497688703,0,0,44,160,212,0.7547169811320755,0.1031466652700865
205,20.5,95.47446965617766,1080.254640733675,13.79764368822953,0,4,48,160,216,0.7407407407407407,0.10556188721926939
206,20.6,95.99090268581124,1084.9743860929414,13.810346327062682,0,0,48,160,216,0.7407407407407407,0.10796886018904024
207,20.700000000000003,96.50811807618913,1089.6894117068484,13.82296024557157,0,8,56,160,224,0.7142857142857143,0.11036740100265549
208,20.8,97.02602344065187,1094.3997222951416,13.835485317219074,0,0,48,168,224,0.75,0.11275739606801716
209,20.900000000000002,97.54452048995951,1099.1053225728465,13.847921477552699,0,0,48,168,224,0.75,0.11513882871673929
210,21.0,98.06350627464596,1103.8062172502737,13.860268739775737,0,8,56,168,232,0.7241379310344828,0.11751174538369026
211,21.1,98.582874528208,1108.5024110330232,13.872527205935084,0,0,56,168,232,0.7241379310344828,0.11987621632341788
212,21.200000000000003,99.10251708025301,1113.1939086219904,13.884697073885349,0,0,56,168,232,0.7241379310344828,0.12223236302899741
213,21.3,99.6223253072063,1117.8807147133684,13.896778640284774,8,0,56,168,232,0.7241379310344828,0.09302775888207382
214,21.400000000000002,100.14219158785183,1122.562833998655,13.90877229995968,0,0,56,168,232,0.7241379310344828,0.09534284097760717
215,21.5,100.66201073183171,1127.2402711646564,13.920678542039708,0,0,56,168,232,0.7241379310344828,0.09765620838316745
216,21.6,101.18168135119373,1131.9130308934916,13.932497943315461,0,8,56,176,240,0.7333333333333333,0.09996704893710309
217,21.700000000000003,101.70110714804234,1136.5811178625981,13.94423115930336,0,0,56,176,240,0.7333333333333333,0.10227457404249547
218,21.8,102.22019809515744,1141.2445367447353,13.955878913520316,0,0,56,176,240,0.7333333333333333,0.1045780628871445
219,21.900000000000002,102.73887149090038,1145.903292207991,13.967441985473942,0,0,56,176,240,0.7333333333333333,0.10687683116669576
220,22.0,103.25705287460138,1150.557388915783,13.978921197863828,0,0,48,184,240,0.7666666666666667,0.10917023577987225
221,22.1,103.77467679366325,1155.206831526867,13.9903174034674,8,0,48,184,240,0.7666666666666667,0.08154354364932258
222,22.200000000000003,104.29168741856729,1159.8516246953402,14.001631472151665,0,0,48,184,240,0.7666666666666667,0.08378612286792719
223,22.3,104.80803900657449,1164.4917730706447,14.012864278411472,0,0,48,184,240,0.7666666666666667,0.0860283410301295
224,22.400000000000002,105.32369621894972,1169.1272812975742,14.024016689787548,0,0,48,184,240,0.7666666666666667,0.08826858761474975
225,22.5,105.83863429980423,1173.7581540162764,14.035089556465278,0,0,48,184,240,0.7666666666666667,0.0905053563068371
226,22.6,106.35283912701246,1178.3843958622604,14.04608370229969,0,0,48,184,240,0.7666666666666667,0.0927372493260412
227,22.700000000000003,106.86630714703605,1183.006011466398,14.056999917454876,0,0,48,184,240,0.7666666666666667,0.09496298044699503
228,22.8,107.37904520587055,1187.6230054549317,14.067838952788795,0,0,48,184,240,0.7666666666666667,0.09718137675607627
229,22.900000000000002,107.8910702877881,1192.235382449477,14.07860151605831,0,0,48,184,240,0.7666666666666667,0.09939137921864402
230,23.0,108.40240917221192,1196.8431470670275,14.089288269965556,0,0,48,184,240,0.7666666666666667,0.1015920421562197
231,23.1,108.91309801712057,1201.4463039199604,14.099899832016623,0,0,48,184,240,0.7666666666666667,0.10378253175293127
232,23.200000000000003,109.42318187507517,1206.0448576160402,14.11043677611765,0,0,48,184,240,0.7666666666666667,0.10596212372399699
233,23.3,109.93271414555213,1210.6388127584241,14.120899635792691,0,0,40,192,240,0.8,0.10813020028560318
234,23.400000000000002,110.44175596500824,1215.2281739456657,14.131288908872692,0,8,48,192,248,0.7741935483870968,0.11028625386961964
235,23.5,110.95037553424609,1219.8129457717203,14.141605063475833,0,0,44,196,248,0.7903225806451613,0.11242985540949861
236,23.6,111.45864738138859,1224.3931328259487,14.151848545076684,0,0,44,196,248,0.7903225806451613,0.11456068957703372
237,23.700000000000003,111.96665155826017,1228.9687396931224,14.162019784445173,0,0,44,196,248,0.7903225806451613,0.11667852505283634
238,23.8,112.47447276828629,1233.5397709534295,14.17211920622595,0,0,44,196,248,0.7903225806451613,0.1187832159053316
